ItemCode,ItemName
A061800018,MT-1208TN รถลากจูงด้วยมือรุ่น 1200x800 มม. - แผงกั้นสามด้าน
A061800019,MT-1208FN รถลากจูงด้วยมือรุ่น 1200x800 มม. - แผงกั้นสี่ด้าน
A061800020,MT-1508N รถลากจูงด้วยมือรุ่น 1500x800 มม. - ไม่มีแผงกั้น
A061800021,MT-1508BN รถลากจูงด้วยมือรุ่น 1500x800 มม. - แผงกั้นหน้าหลัง
A061800022,MT-1508SN รถลากจูงด้วยมือรุ่น 1500x800 มม. - แผงกั้นสองด้าน
A061800023,MT-1508TN รถลากจูงด้วยมือรุ่น 1500x800 มม. - แผงกั้นสามด้าน
A061800024,MT-1508FN รถลากจูงด้วยมือรุ่น 1500x800 มม. - แผงกั้นสี่ด้าน
A310300019,TR-1208N รถพ่วงล้อใหญ่ 1200x800 มม. - ไม่มีแผงกั้น
A310300020,TRB-1208N รถพ่วงล้อใหญ่ 1200x800 มม. - แผงกั้นหน้า-หลัง
A310300021,TRS-1208N รถพ่วงล้อใหญ่ 1200x800 มม. - แผงกั้น 2 ด้าน
A310300022,TRT-1208N รถพ่วงล้อใหญ่ 1200x800 มม. - แผงกั้น 3 ด้าน
A310300023,TRF-1208N รถพ่วงล้อใหญ่ 1200x800 มม. - แผงกั้น 4 ด้าน
A310300024,TR-1508N รถพ่วงล้อใหญ่ 1500x800 มม. - ไม่มีแผงกั้น
A310300025,TRB-1508N รถพ่วงล้อใหญ่ 1500x800 มม. - แผงกั้นหน้า-หลัง
A310300026,TRS-1508N รถพ่วงล้อใหญ่ 1500x800 มม. - แผงกั้น 2 ด้าน
A310300027,TRT-1508N รถพ่วงล้อใหญ่ 1500x800 มม. - แผงกั้น 3 ด้าน
A310300028,TRF-1508N รถพ่วงล้อใหญ่ 1500x800 มม. - แผงกั้น 4 ด้าน
A319800001,TE-01 อุปกรณ์ชุดพ่วง สำหรับจับยึดกับลังเหล็กพับได้
A319800002,TE-02 อุปกรณ์ชุดพ่วง สำหรับจับยึดกับลังเหล็กพับได้
A310100031,EV-1200R รถลากจูงไฟฟ้า 1.2 ตัน (มีแบตเตอรี่+มีตู้ชาร์จ)
A310105002,EV-1200R-Li รถลากจูงไฟฟ้า ยืนขับ 1.2 ตัน (มีแบตเตอรี่+มีตู้ชาร์จ)
A310109001,EV-500-B80 รถ Order Picker ไฟฟ้า (มีแบตเตอรี่+ตู้ชาร์จ)
A310109002,EV-500-B38 รถ Order Picker ไฟฟ้า (มีแบตเตอรี่+ตู้ชาร์จ)
A310109003,EV-500-T80 รถ Order Picker ไฟฟ้า (มีแบตเตอรี่+ตู้ชาร์จ)
A310109004,EV-500-T38 รถ Order Picker ไฟฟ้า (มีแบตเตอรี่+ตู้ชาร์จ)
A210100009,CNS-256DN รถยกลาก 2.5 ตัน งา 685x1150 มม. ล้อคู่ Nylon
A210100010,CNS-256DP รถยกลาก 2.5 ตัน งา 685x1150 มม. ล้อคู่ PU
A210100011,CNS-256SN รถยกลาก 2..5 ตัน งา 685x1150 มม. ล้อเดี่ยว Nylon
A210100012,CNS-256SP รถยกลาก 2.5 ตัน งา 685x1150 มม. ล้อเดี่ยว PU
A210100004,CNS-255DN รถยกลาก 2.5 ตัน งา 550x1150 มม. ล้อคู่ Nylon
A210100005,CNS-255DP รถยกลาก 2.5 ตัน งา 550x1150 มม. ล้อคู่ PU
A210100006,CNS-255SN รถยกลาก 2.5 ตัน งา 550x1150 มม. ล้อเดี่ยว Nylon
A210100007,CNS-255SP รถยกลาก 2.5 ตัน งา 550x1150 มม. ล้อเดี่ยว PU
A210100001,CNS-2552DN รถยกลาก 2.5 ตัน งา 520x1150 มม. ล้อคู่ Nylon
A210100002,CNS-2552DP รถยกลาก 2.5 ตัน งา 520x1150 มม. ล้อคู่ PU
A210100003,CNS-2552SN รถยกลาก 2.5 ตัน งา 520x1150 มม. ล้อเดี่ยว Nylon
A210100008,CNS-2552SP รถยกลาก 2.5 ตัน งา 520x1150 มม. ล้อเดี่ยว PU
A219900003,CNS-256DN1220 รถยกลาก 2.5 ตัน งา 685x1220 มม. ล้อคู่ Nylon
A219900001,CNS-256DP1220 รถยกลาก 2.5 ตัน งา 685x1220 มม. ล้อคู่ PU
A219900004,CNS-256SN1220 รถยกลาก 2.5 ตัน งา 685x1220 มม. ล้อเดี่ยว Nylon
A210100013,CNS-256SP1220 รถยกลาก 2.5 ตัน งา 685x1220 มม. ล้อเดี่ยว PU
A210100014,CNS-255DN1220 รถยกลาก 2.5 ตัน งา 550x1220 มม. ล้อคู่ Nylon
A219900002,CNS-255DP1220 รถยกลาก 2.5 ตัน งา 550x1220 มม. ล้อคู่ PU
A210100015,CNS-255SN1220 รถยกลาก 2.5 ตัน งา 550x1220 มม. ล้อเดี่ยว Nylon
A210100030,CNS-255SP1220 รถยกลาก 2.5 ตัน งา 550x1220 มม. ล้อเดี่ยว PU
A210100020,CNS-306DN รถยกลาก 3 ตัน งา 685x1150 มม. ล้อคู่ Nylon
A210100021,CNS-306DP รถยกลาก 3 ตัน งา 685x1150 มม. ล้อคู่ PU
A210100022,CNS-306SN รถยกลาก 3 ตัน งา 685x1150 มม. ล้อเดี่ยว Nylon
A210100023,CNS-306SP รถยกลาก 3 ตัน งา 685x1150 มม. ล้อเดี่ยว PU
A210100040,CNS-306DN1220 รถยกลาก 3 ตัน งา 685x1220 มม. ล้อคู่ Nylon
A210100041,CNS-306DP1220 รถยกลาก 3 ตัน งา 685x1220 มม. ล้อคู่ PU
A210100031,CNS-306DN18 รถยกลาก 3 ตัน งา 685x1800 มม. ล้อคู่ Nylon
A210100016,CNS-305DN รถยกลาก 3 ตัน งา 550x1150 มม. ล้อคู่ Nylon
A210100017,CNS-305DP รถยกลาก 3 ตัน งา 550x1150 มม. ล้อคู่ PU
A210100018,CNS-305SN รถยกลาก 3 ตัน งา 550x1150 มม. ล้อเดี่ยว Nylon
A210100019,CNS-305SP รถยกลาก 3 ตัน งา 550x1150 มม. ล้อเดี่ยว PU
A210300002,CNS-156DN52 รถยกลากหมอบตํ่า 1.5 ตัน งา 685x1150 มม. ล้อคู่ Nylon
A210300001,CNS-155DN52 รถยกลากหมอบตํ่า 1.5 ตัน งา 550x1150 มม. ล้อคู่ Nylon
A210400009,CNS-156DN16 รถยกลากงายาวพิเศษ 1.5 ตัน งา 685x1600 มม. ล้อคู่ Nylon
A210400010,CNS-156DP16 รถยกลากงายาวพิเศษ 1.5 ตัน งา 685x1600 มม. ล้อคู่ PU
A210400005,CNS-256DN12 รถยกลากงายาวพิเศษ 2.5 ตัน งา 685x1250 มม. ล้อคู่ Nylon
A210400006,CNS-256DP12 รถยกลากงายาวพิเศษ 2.5 ตัน งา 685x1250 มม. ล้อคู่ PU
A210400007,CNS-256SN12 รถยกลากงายาวพิเศษ 2.5 ตัน งา 685x1250 มม. ล้อเดี่ยว Nylon
A210400008,CNS-256SP12 รถยกลากงายาวพิเศษ 2.5 ตัน งา 685x1250 มม. ล้อเดี่ยว PU
